,text,sentic_polarity,vader_sentiments,textblob_subjectivity,textblob_polarity,textblob_analysis
162,share securethetribe savemasontn reparations ab3121 immigrants avoidance formula cognitive dissonance concluded demonstrated detestable behaviors respective land masses amp family trees immigration moratorium,POSITIVE,POSITIVE,0.1,0.0,NEUTRAL
163,salve check epic video officiel elections2022 presidentielles2022 europe nato russia war ukraine gemtocracy france french economy immigration culture climate usa china racism,POSITIVE,NEGATIVE,0.2,0.05,POSITIVE
164,biden administration decision end sweeping sweeping asylum limits us border may onward created problems border region democrats presidentbiden immigration,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
165,title 42 lifted may estimated 18 000 migrants cross per day us mexico border traffickers earned much 14m day feb 2022 us taxpayers pay 5m day illegals food amp shelter counting hotel bills immigration,POSITIVE,NEGATIVE,0.1,0.1,POSITIVE
166,joe biden democrats enabling encouraging real invasion america southern border bordercrisis joebiden southernborder immigration invasion title42,POSITIVE,POSITIVE,0.15000000000000002,0.1,POSITIVE
167,fun fact person exempt english test citizenship based age immigrationattorney immigration immigrationlaw immigrationreform immigrationservices,POSITIVE,POSITIVE,0.1,0.15,POSITIVE
168,first round presidential elections sunday heart divisions france today lies question means french post presidentielle2022 macron marinelepen nato eu riczemmour jeanlucm lenchon immigration muslims,POSITIVE,POSITIVE,0.24444444444444446,0.016666666666666663,POSITIVE
169,mea v muraleedharan said government planning issue e passports citizens starting 2022 23 e passports ensure smooth passage immigration posts globally epassports passport aviation airtravel avgeek immigration,POSITIVE,POSITIVE,0.19999999999999998,0.13333333333333333,POSITIVE
170,catholic law students partner catholic charities southern new mexico 2022 alternative spring break immigrants immigration,POSITIVE,POSITIVE,0.16363636363636364,0.03409090909090909,POSITIVE
171,brexitbritain eu immigrants provided valuable labour skills paid taxes brexit administration pathetically ill judged clampdown immigration changed things dramatically front,POSITIVE,NEGATIVE,1.0,-0.5,NEGATIVE
172,immigration officers treat gay couples differently marriage greencard interviews,POSITIVE,POSITIVE,0.5916666666666667,0.20833333333333334,POSITIVE
173,canada study permit applicants need prove sufficient funds cover tuition fees financial capacity support living expenses first year study canada immigrationtocanada studyincanada immigration studyabroad imprintcanada expressentry,POSITIVE,POSITIVE,0.16666666666666666,0.125,POSITIVE
174,violence women reality amp high profile france lepen immigration,POSITIVE,NEGATIVE,0.5399999999999999,0.16,POSITIVE
175,joe biden impeached first term immigration joebiden laptopfromhell hunterbiden uscongress,POSITIVE,NEUTRAL,0.3333333333333333,0.25,POSITIVE
176,initial assumption west turning wef globalists like pro eu federalism army macron remember france huge immigration problem recently strict covid19 rules imply vaccine passes back autumn wins,POSITIVE,POSITIVE,0.26999999999999996,0.14,POSITIVE
177,omax immigration inc immigration visa canada studyabroad ielts immigrationlawyer usa studentvisa immigrationconsultant canadaimmigration immigrants studyincanada fyp canadavisa studyvisa immigrationlaw workpermit citizenship education travel greencard,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
178,immigration learn want expected know certain percentage training customs commonality balance,POSITIVE,POSITIVE,0.4857142857142857,0.057142857142857134,POSITIVE
179,share sandrabland securethetribe savemasontn ab3121 usa pro reparations amp immigration moratorium marchmadness denzel washington color culture oscars fba negro freedmen women men emmetttill georgefloyd jimcrow,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
180,italy digital nomad visa get ready legally work live italy government approved digital nomad visa goheriqbalpunn digitalnomad digitalnomadvisas italy visaapplication opportunity workvisa workpermit visa immigration,POSITIVE,POSITIVE,0.24,0.10727272727272727,POSITIVE
181,33 year old man police custody arrested immigration matters kingswinford drugs bust immigration kingswinford cannabisfarm,NEGATIVE,NEGATIVE,0.2,0.1,POSITIVE
182,download app get started today also available knowledgehub professionals resources company corporategovernance immigration learning dcsl thepreferred,POSITIVE,NEUTRAL,0.4,0.4,POSITIVE
183,done started seeing hearing horrors southern border trump monster administration taking children parents separating far come immigration reform,POSITIVE,NEGATIVE,0.5,0.05,POSITIVE
184,reviewed developments pand agreed revise program based amendment ethiopian context noted importance modernizing airport amp immigration services 2 3,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
185,immigrantsincorporate book collection primary stories insights supporting intersectionality immigrants journey thriving corporate workplace immigration immigrantstories belonging dei deib erg,POSITIVE,POSITIVE,0.25,0.21666666666666667,POSITIVE
186,canada clicks bonus points whoever guess name marvelous place canada immigration immigrationcanada immigrationlawyer immigratetocanada immigrationconsultant zsrimmigration,POSITIVE,POSITIVE,1.0,1.0,POSITIVE
187,know immigration refugees citizenship canada ircc increasing fees permanent residence applications read know immigratetocanada canadianimmigration canadavisa canada immigration canadapr canadalife immigrationconsultant,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
188,todd bensman discussed immediate consequences unfettered mass immigration brannonhowse frankspeech lindelltv mypillow lindellrecoverynetwork worldviewradio toddbensman immigration,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
189,live dreamer la vida en un sonador sisepuede daca immigration immigrationlaw tiktok linkinmybio spanish espanol inmigrantes inmigraci n immigration immigrationmatters lm,NEGATIVE,NEUTRAL,0.25,0.06818181818181818,POSITIVE
190,goodnews interviews may waived conditional green cards goodluck sisepuede daca immigration tiktok linkinmybio information infotweet immigrants lm,POSITIVE,NEUTRAL,0.3,-0.2,NEGATIVE
191,obvious folks amp colleagues need read realitychek know facts free us laborshortage claims amp factsmatter wages immigration cc,NEGATIVE,POSITIVE,0.65,0.2,POSITIVE
192,17 year old ukrainian girl remains u custody border separation maryland church group sponsored missionary work mexico wants host stuck immigration jail immigration border,POSITIVE,NEGATIVE,0.10000000000000002,0.06666666666666668,POSITIVE
193,visa bulletin april 2022 available inmigracion ciudadania iaco passaicnj immigration citizenship newjersey nuevajersey nonprofitorganization community,POSITIVE,NEUTRAL,0.4,0.4,POSITIVE
194,video answer question work f 1 visa cpt opt share video f1 opt cpt uscis greencard immigrationnews immigrationlawyer immigrationattorney jqklawfirm johnkhosravi immigration usimmigration,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
195,matters route choose ensure get one tailored start immigration application us today pnp immigration immigrationconsultant canadaimmigrationservices consultants lagos nigeria internationalstudents migratetocanada visatour,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
196,new sen raphael warnock office georgia pastor doubling opposition reversing trump era public health immigration policy title 42 senator warnock support lifting title 42 time full statement spokesperson gasen,POSITIVE,POSITIVE,0.3570707070707071,0.1621212121212121,POSITIVE
197,come country dreaming brightest future get strangulated flawed immigration systems earth asking immigrants come country 100k immigrants already suffering fix immigration system immigrationmatters,NEGATIVE,NEGATIVE,0.3125,-0.25,NEGATIVE
198,attending day two abolition feminism shortly carceral humanism immigration family regulation medical public health surveillance futures police courts prison socialjustice criminaljustice,POSITIVE,NEGATIVE,0.12222222222222222,0.0,NEUTRAL
199,family migration guatemala u associated rural poverty agricultural stress linked climatechange immigration,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
200,benefits older adults program offers one one help apply services inmigracion seniors iaco passaicnj immigration citizenship newjersey nuevajersey nonprofitorganization community asistenciaparaseniors,POSITIVE,POSITIVE,0.16666666666666666,0.13333333333333333,POSITIVE
201,made recall plum rains andromeda romano lax robots controlled underpaid workers malaysia replacing underpaid immigrant phl workers rich place entertaining read ai inequality immigration environment time fave,POSITIVE,POSITIVE,0.725,0.4375,POSITIVE
202,ukrainian refugees slovakia immigration work read,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
203,complicit w fossilfuel industry capitalist masters capacity report something overwhelming amp existential climatecrisis amp ratings drive report war immigration sensational stories grab eyeballs,POSITIVE,NEGATIVE,0.8333333333333333,0.5833333333333333,POSITIVE
204,top 6 cities canada high paying jobs easiest pr pathways speak immigration experts contact us apply canadaimmigration canada immigration canadavisa studyincanada visa sayhomecanadaimmigration ontario nigeria nigerian brampton burlington,POSITIVE,POSITIVE,0.52,0.33,POSITIVE
205,signing immicompliance youve made investment latest immigration support technology immigration casemanagement lawfirms immigrationattorneys software immicompliance,POSITIVE,POSITIVE,0.9,0.5,POSITIVE
206,work authorization h 4 l 2 e dependent spouses policy updates podcast immigrationlaw uscis immigration,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
207,demand undocumented mozambicans leave sa zimbabweans leave sa pakistanians leave sa somalians leave sa nigerians leave south africa passport entry immigration law enforcement,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
208,let raise policy standard meet moral one immigration migration welcomewithdignity,POSITIVE,NEUTRAL,0.125,0.0,NEUTRAL
209,immigration attorneys wanting believe new opla memo result ice actually focusing efforts deporting actual criminals vs harassing nannies amp gardeners,POSITIVE,NEGATIVE,0.21818181818181817,0.04545454545454545,POSITIVE
210,us labor shortage largely due plummet immigrants coming covid trump administration immigration immigrantsneeded,NEGATIVE,NEGATIVE,0.375,-0.125,NEGATIVE
211,buy oet certificate usa buy tef celpip ielts certificate without exams registered dsh gmat ielts sale nebosh level 3 education writing english immigration jordan universities ielts publicity admissions kuwait europe,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
212,congress keep funding clear immigration backlogs federal budget daca immigration immigrationreform joebiden elsalvador mexico venezuela guatemala asylum tps visas citizenship gop migrants ice borderpatrol,NEGATIVE,POSITIVE,0.3833333333333333,0.10000000000000002,POSITIVE
213,bc pnp drew sent 190 new invites pr get geniune guidance call us 1 437 343 9000 immigrationcanada immigrationnews immigrationconsultant immigration unbeatable fast canadaimmigration canadaworkpermit workincanada movetocanada workpermit,POSITIVE,NEUTRAL,0.5272727272727272,0.16818181818181818,POSITIVE
214,participants needed top ranked study surveycircle emotion used manipulate political belief via emotion politicalbelief disgust immigration onlineresearch surveys survey surveycircle,POSITIVE,NEGATIVE,0.3,0.25,POSITIVE
215,regards asylum seekers government approved name illegal immigrants uk laughing stock world spread word maybe embarrass boris pull finger act immigration illegals borisjohnston,POSITIVE,POSITIVE,0.5,-0.5,NEGATIVE
216,budget 2022 mean canadian immigration canadanews immigration immigrationnews cdnimm canada toronto cisnews budget mean canadianimmigration financeminister chrystiafreeland canadian federalcourt,NEUTRAL,NEUTRAL,0.6875,-0.3125,NEGATIVE
217,march employment report expected relatively flat blockbuster february full article canadanews immigration immigrationnews cdnimm canada toronto cisnews employment report expected relatively blockbuster economists,POSITIVE,POSITIVE,0.29500000000000004,0.024999999999999994,POSITIVE
218,canada put measures place expedite immigration ukrainian nationals coming canada friends family ukraine contact bracelaw team immigrationlawyers assistance work brace law consider handled,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
219,powerful images triumph world press photo contest 2022 full article canadanews immigration immigrationnews cdnimm canada toronto cisnews powerful images triumph world photo winners announced photojournalism photography,POSITIVE,POSITIVE,0.85,0.31666666666666665,POSITIVE
220,planning relocate uk higher studies aspiring study one leading universities country initial step would procure visa studyvisa studyabroad studentvisa ielts visa immigration studyinuk ukvisa education study,POSITIVE,NEUTRAL,0.25,0.125,POSITIVE
221,study admissions open education consulting consultation immigration study studyvisa uk england scholarship travel trending studygram student students opportunity overseaseducationconsultant studyabroad study viral insta,POSITIVE,POSITIVE,0.5,0.0,NEUTRAL
